case_id,source,case_number,title,tax_category,decision_date,decision_type,agency,summary,difficulty_score,source_url
tribunal_조심2026전0189,tribunal,조심2026전0189,저가양수한 토지의 양도차익을 취득한 사업연도 익금으로 해야 한다는 주장의 당부,법인세,2026-03-26,기각,조세심판원,저가양수로 인하여 법인이 분여받은 이익은 추후 양도할 때 양도차익에 포함되어 과세되는 것임,1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221375&semok=20
tribunal_조심2026서0105,tribunal,조심2026서0105,국내 미등록된 외국특허권 사용료의 국내원천소득 여부,법인세,2026-03-26,기각,조세심판원,"쟁점특허권이 국내미등록 특허권에 해당한다는 증빙을 제출하지 아니하였고, 설령 특허권 등이 국내 미등록되었더라도, 국내에서 사용하거나 그 대가를 국내에서 지급하는 경우 그 대가는 외국법인의 국내원천소득에 해당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221807&semok=20
tribunal_조심2025인3460,tribunal,조심2025인3460,대납한 조합원 이주비 대출 이자의 공통손금 해당 여부,법인세,2026-03-25,기각,조세심판원,"이주 대출금 이자는 청구법인의 주택재개발 수익사업을 영위하는데 반드시 필요한 지출로 보기 어렵고, 이자대납의 수익자가 조합원에 국한되어 수익사업인 일반 분양 사업과의 관련성이 부족함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221318&semok=20
tribunal_조심2024중5459,tribunal,조심2024중5459,청구법인이 전환사채 발행시 부여된 전환사채 콜옵션을 특수관계인(대표이사)에게 무상양도한 것으로 보아 부당행위계산부인 규정에 따른 법인세를 부과한 처분의 당부,법인세,2026-03-17,기각,조세심판원,"쟁점콜옵션은 상당한 가치가 있는 양도가능한 자산임에도 이를 특수관계인에게 무상으로 지정한 행위는 법인세법상 부당행위계산부인 대상에 해당하고, 쟁점콜옵션은 달리 거래가액이 존재하지 아니하므로 상증법 규정을 준용하여 평가 당시 여러 조건을 고려하여 감정기관이 평가한 금액에 잘못 있다고 보기도 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221547&semok=20
tribunal_조심2026서0894,tribunal,조심2026서0894,의무고용비율 미달로 부과된 장애인고용부담금의 손금 여부,법인세,2026-03-12,기각,조세심판원,법령 위반 등 의무불이행에 따른 제재로서 부과되는 공과금으로 손금 부인,1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=220924&semok=20
tribunal_조심2025서3185,tribunal,조심2025서3185,"청구법인이 전기오류수정으로 감액처리한 쟁점개발비를 상각범위액 내에서 손금산입하여야 한다는 경정청구에 대하여, 쟁점개발비는 당초 무형자산 인식요건을 충족하지 못한 것으로 보아 인정하지 아니한 처분의 당부",법인세,2026-03-12,취소,조세심판원,"청구법인은 쟁점개발비를 무형자산으로 계상하였다가 금감원의 2018년 감독지침에 따라 손상처리한 것에 불과한 것으로 보이는바, 쟁점개발비는 어느 사업연도에도 손금산입되지 않았고 그 세부내역, 개발성공률 및 2022년 감독지침 등에 비추어 쟁점개발비가 당초부터 무형자산 요건을 충족하지 못하였다고 단정하기는 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221303&semok=20
tribunal_조심2025부1868,tribunal,조심2025부1868,쟁점대여금을 업무무관 가지급금으로 보아 법인세를 부과한 처분의 당부,법인세,2026-03-12,취소,조세심판원,"쟁점법인은 건설공사비, 설계용역비 등 운영자금 사용목적으로 차입한 기존대출금을 상환하기 위하여 쟁점대여금을 차입한 것으로 나타나고, 청구법인이 쟁점법인에 자금을 대여한 것은 공동사업약정서에 따른 것으로 쟁점법인 사업에 필수불가결하게 집행된 것이므로 청구법인과의 업무관련성 있는 것으로 보임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221347&semok=20
tribunal_조심2025부3502,tribunal,조심2025부3502,이 건 부과처분이 청구인의 과세전적부심사청구권을 박탈한 절차상 하자 있는 처분에 해당하는지 여부,소득세,2026-04-30,취소,조세심판원,"처분청은 2024.1.4. AAA세무서장으로부터 청구인의 종합소득세에 관한 과세자료를 통보받았음에도 이로부터 1년이 넘게 지나 국세부과제척기간의 만료까지 3개월이 채 남지 아니한 시점에 이르러서야 청구인에게 해명자료 제출을 안내(2025.3.17.)한 뒤, 과세예고통지(2025.4.1.) 및 납세고지(2025.5.14.)를 하였고, 위와 같이 과세권 행사를 장기간 지연한 것에 대한 특별한 사정이 달리 구체적, 객관적으로 입증되었다고 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222377&semok=12
tribunal_조심2026중0655,tribunal,조심2026중0655,청구인들이 쟁점부동산의 지분율에 관계없이 임의로 위약금을 배분한 것으로 보아 종합소득세를 부과한 처분의 당부,소득세,2026-04-28,기각,조세심판원,"청구인들의 위약금 분배에 의하면 거래의 실질과 다르게 법인이 큰 위약금을 지급받게 되어 조세회피가 발생하거나 과세 형평이 저해될 수 있는 반면, 청구인들은 쟁점부동산 소유관계와 관련 없이 산정된 위약금 분배의 구체적 기준 등을 제시하지 못하고 있어, 실질과세 원칙에 부합한 이 건 처분은 잘못이 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222376&semok=12
tribunal_조심2024서0326,tribunal,조심2024서0326,청구인이 투자일임업을 영위한 것으로 보아 종합소득세 등을 부과한 처분의 당부 등,소득세,2026-04-28,기각,조세심판원,"청구인이 위장업체 등을 통해 쟁점수수료를 수취한 내역과, 투자자들에게 이자소득 및 매출영업비를 지급한 내역이 확인되며, 법원에서도 동일한 취지의 청구주장을 배척한 것으로 보이는바, 투자일임업을 영위한 것으로 보아 종합소득세 등을 부과한 처분은 정당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222344&semok=12
tribunal_조심2026중1104,tribunal,조심2026중1104,인적용역사업자의 창업중소기업 감면을 배제한 처분의 당부,소득세,2026-04-16,기각,조세심판원,"1인 미디어 창작자은 인적용역으로서 ‘기업’의 활동으로 보기 어렵고, 이러한 원시적 사업 창출 효과가 없는 인적용역은 조특법 §6의 ‘창업’에 해당하지 않는 것임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222233&semok=12
tribunal_조심2025광4450,tribunal,조심2025광4450,이자제한법을 초과하여 수취한 금원이 이자소득에 해당하지 않는다는 주장 등,소득세,2026-04-14,기각,조세심판원,"이자가 현실적으로 지급되어 채권자에게 귀속되었다면, 최고이자율을 초과하더라도 이자소득에 해당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222176&semok=12
tribunal_조심2025광4481,tribunal,조심2025광4481,쟁점금액을 대표자 상여로 소득처분하여 소득세를 과세한 처분의 당부 등,소득세,2026-04-09,기각,조세심판원,"가공비용 상당의 법인의 수익은 특별한 사정이 없는 한 사외로 유출된 것으로 보아야 하는 것이고 쟁점금액의 상대계정은 현금이므로, 사외로 유출되지 않았다고 단정하기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221575&semok=12
tribunal_조심2026서0581,tribunal,조심2026서0581,동일업종 법인의 대표이사였던 인적용역사업자의 창업중소기업 감면을 배제한 처분의 당부,소득세,2026-04-08,기각,조세심판원,"외형적으로 후원금을 받고 세금계산서를 수수한 것으로 보이나, 사실상 구단으로부터 일정한 금액을 급여형태로 받고 있고, 원시적인 사업창출 효과도 없어 창업중소기업으로 볼 수 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221940&semok=12
tribunal_조심2025전4215,tribunal,조심2025전4215,쟁점대여금과 관련된 이자소득세를 환급하여야 한다는 청구주장의 당부,소득세,2026-04-08,기각,조세심판원,"쟁점판결문은 쟁점대여금의 실소유자에 대해 판시하지 않았고, 계좌의 실소유자 판단과 청구인이 쟁점대여금에 대한 이자소득세를 납부한 것은 직접적인 관련이 없으며, 쟁점대여금 대여시점에, 청구인이 본인 명의의 부동산 4건을 양도한 것으로 나타나는 반면, 쟁점대여금의 출처가 AAA라는 객관적인 증빙은 제시하지 못함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221797&semok=12
tribunal_조심2025구3775,tribunal,조심2025구3775,쟁점주식의 시가를 전자공시시스템상의 자료를 기준으로 산정해야한다는 청구주장의 당부,소득세,2026-04-08,기각,조세심판원,"청구인이 제시한 공시자료는 파생상품과 전환상환 우선주 등이 부채에 포함되어 있어, 이를 기준으로 산정한 시가가 상증세법상 적정하게 평가된 금액으로 보기어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221796&semok=12
tribunal_조심2025인3696,tribunal,조심2025인3696,쟁점금액을 매출누락으로 보아 종합소득세 등을 부과한 처분의 당부,소득세,2026-04-06,취소,조세심판원,"청구인과 트레이너들이 체결한 프리랜서 용역계약서상 AAA이 고객과 쟁점사업장 간의 계약을 중개·체결할 권한이 부여 되지 않았으므로, 쟁점금액이 쟁점사업장의 수입에 해당한다는 전제가 성립하지 아니함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222224&semok=12
tribunal_조심2025서4157,tribunal,조심2025서4157,쟁점용역 제공시기를 건물주 사망일이 속한 시기로 보아야 한다는 청구주장의 당부,소득세,2026-04-02,기각,조세심판원,"소득세법상 건설·제조 기타용역의 수입시기는 용역의 제공을 완료한 날로 규정하고 있는바, 조사관서 방문 당시 인테리어 공사 등이 완료되어 있었고, 계약서상 중간지급조건부 용역의 공급으로 보여 00년 1기에 지급시기가 도래한 것으로 보이는바, 쟁점용역으로 인한 수입의 귀속시기는 00년임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222249&semok=12
tribunal_조심2025서3253,tribunal,조심2025서3253,쟁점사업장의 창업중소기업세액감면을 배제한 처분의 당부,소득세,2026-04-01,취소,조세심판원,"청구인이 제출한 자료 등에 따르면 실제 생산하는 제품 역시 다른 것으로 보이고, 쟁점사업장과 쟁점법인은 대표자와 소재지만 동일할 뿐, 쟁점법인의 사업용 자산이나 매출처 등을 승계하거나, 동일한 사업을 영위한 것으로 보이지 않아 창업중소기업 세액감면 적용 대상임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221794&semok=12
tribunal_조심2026인0176,tribunal,조심2026인0176,청구인이 쟁점사업장의 실사업자 아니라는 청구주장의 당부,소득세,2026-03-30,기각,조세심판원,"청구인이 쟁점사업장 등록·폐업시 민원실을 직접 내방하였고, 실근무지라 주장하는 사업장은 청구인의 2022년 사업소득만 신고하였으며, 쟁점사업장 사업용 계좌 출금내역에서 합계 0억원의 금원이 청구인에게 이체된 것으로 나타나, 단순명의대여자로 보기어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221558&semok=12
tribunal_조심2025부4292,tribunal,조심2025부4292,쟁점사업장의 실제 대표자가 아니라는 청구주장의 당부,소득세,2026-03-27,기각,조세심판원,"ㅇㅇㅇ의 사실확인서는 임의작성이 가능하여 객관적인 자료로 인정하기 어렵고, 사업용계좌에 ㅇㅇㅇ의 급여 등이 기재되어 있어 청구인이 실사업자가 아니라 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221325&semok=12
tribunal_조심2025서4257,tribunal,조심2025서4257,쟁점사업장이 출판업을 영위하여 중소기업특별세액감면 대상이라는 청구주장의 당부,소득세,2026-03-26,기각,조세심판원,"쟁점사업장을 출판사로 하여 출판된 도서가 존재하지 않고, 소재지가 청구인의 주거지에 해당하여 출판업을 영위할 수 있는 인적·물적 시설을 갖추고 있지 못한 것으로 보여, 인적용역소득만 존재하는 청구인에 중소기업특별세액감면을 적용 할 수 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221377&semok=12
tribunal_조심2026부0138,tribunal,조심2026부0138,쟁점민사판결의 후발적 경정청구 사유 해당 여부 및 관련 증여세 등을 기타소득의 필요경비로 산입 가능한지 여부,소득세,2026-03-25,기각,조세심판원,"쟁점민사판결은 채권 상계에 관한 것으로 청구인의 종합소득세 부과처분의 근거가 된 거래 등에 관한 분쟁이 발생한 것이라 보기 어렵고, 명의수탁으로 인해 부담한 증여세는 수입금액에 대응하는 필요경비로 볼 수 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221329&semok=12
tribunal_조심2024서5277,tribunal,조심2024서5277,쟁점매입세금계산서를 위장거래로 본 처분의 당부,소득세,2026-03-25,기각,조세심판원,"실제 공사는 제3의 업체가 수행하였고, 처분청은 공사 용역을 공급받은 일부 원가를 필요경비로 추인하였으므로 가공거래가 아닌 위장거래에 따른 가산세율 2%로 경정함이 타당",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221252&semok=12
tribunal_조심2026구0030,tribunal,조심2026구0030,쟁점가지급금을 청구인에게 귀속된 것으로 과세한 처분의 당부,소득세,2026-03-24,기각,조세심판원,"주급납입 계좌와 청구인의 급여계좌가 동일하여 실제 사용중인 계좌로 보이고, 해당 계좌 거래 내역과 가지급금 인정이자 조정명세가 일치하여 쟁점가지급금은 청구인 귀속으로 보임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221815&semok=12
tribunal_조심2025서2928,tribunal,조심2025서2928,폐업연도 중소기업특별세액감면 적용 여부,소득세,2026-03-19,취소,조세심판원,"국세청 예규는 구조특법 §145 폐지 이후에는 폐업한 연도에 쟁점감면을 적용받을 수 있다 해석하였고 중소기업기본법 및 조특법상 규모확대 등으로 중소기업에 해당하지 않게 된 경우에도 중소기업 세제혜택의 유예기간 규정을 두고 있어, 명시적 배제 규정이 없는 이상 쟁점감면을 적용하는 것이 타당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221549&semok=12
tribunal_조심2025서0981,tribunal,조심2025서0981,쟁점금액이 청구인에게 귀속되지 않았다는 주장의 당부,소득세,2026-03-19,기각,조세심판원,청구인이 제시한 고소장 등의 자료만으로는 확정판결의 판시사항과 달리 청구인이 쟁점금액을 횡령하지 아니하였다는 것이 객관적으로 입증된다고 보기 어려움,1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222213&semok=12
tribunal_조심2025구3783,tribunal,조심2025구3783,중복조사 및 과세전적부심 기회를 박탈한 절차적 하자 여부 등,소득세,2026-03-19,기각,조세심판원,"이중계약서 작성 등 조세 탈루혐의를 인정할 만한 자료가 발견되어 청구인과 배우자에 대한 실지조사를 실시한 것으로, 조사대상도 다르고 같은 세목·과세기간도 아니어서 재조사금지사유에 해당하지 않고, 과세처분이 일부 지체되었다 하더라도, 그 과세자료 검토 등 처리 절차 과정이 청구인의 과세전적부심사 기회를 박탈하기 위하여 업무를 해태한 것이라고 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221307&semok=12
tribunal_조심2025인4101,tribunal,조심2025인4101,청구인이 실사업자 아니라는 청구주장의 당부,소득세,2026-03-18,기각,조세심판원,"청구인이 제출한 사실확인서는 지급명세서와 차이가 있어 객관적 증빙으로 보기 어렵고, 사업용 계좌에 OOO이 입·출금한 사실은 개인적 금전거래와 구분되지 않는 등 사업관련성을 확인할 수 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221308&semok=12
tribunal_조심2025중4431,tribunal,조심2025중4431,계산서 미발급 및 수입신고 누락에 7년의 부과제척기간을 적용해야한다는 주장,소득세,2026-03-12,기각,조세심판원,"청구인은 수산물을 실제로 공급한 뒤 타인의 명의로 계산서를 발급하고, 판매대금을 현금이나 배우자 계좌로 수취하는 등 수입금액 발생사실을 은닉하는 등의 행위가 다수의 거래처와 반복적으로 행해진 점에 비추어 조세부과징수를 현저하게 곤란하게 하는 사기나 그 밖의 적극적 행위를 한 것으로 보여 10년의 부과제척기간을 적용하는 것이 정당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221302&semok=12
tribunal_조심2025인0542,tribunal,조심2025인0542,가산세를 감면할 정당한 사유가 있는지 여부 등,소득세,2026-03-12,경정,조세심판원,"세무조사이후 장기간이 지나 부과처분을 하였다는 이유만으로 가산세 감면의 정당한 사유가 있다고 보기 어려우나, 청구인이 18~19귀속 종합소득세를 신고하였음에도 불구하고 과소신고가산세가 아닌 무신고가산세를 적용한 것은 잘못이 있음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=220808&semok=12
tribunal_조심2025서4148,tribunal,조심2025서4148,쟁점지출을 법인의 실질대표자에게 소득처분해야 한다는 주장의 당부 등,소득세,2026-03-12,기각,조세심판원,"검찰수사자료에 따르면 사적유용했다고 주장하는 금액이 OOO에 귀속되었다고 단정하기 어렵고, 대표자 상여 처분은 불분명하게 사외 유출된 금원을 대표자의 상여로 간주하는데 취지가 있어, 등기상 대표자였던 청구인들은 대표자 상여 처분의 대상에 해당함",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221821&semok=12
tribunal_조심2025부3509,tribunal,조심2025부3509,쟁점주택 양도의 부가가치세 납세의무자를 청구인으로 보아 과세한 처분,부가가치세,2026-04-16,기각,조세심판원,"사업자등록 및 등기부상 소유권자도 청구인으로, 청구인이 쟁점사업의 실사업자이고, 법원은 쟁점1거래를 통정허위거래로 무효 판결하였으며, 우리 원이 그에 따라 쟁점1거래 부가가치세 부과처분을 취소하였으므로, 쟁점2거래에 대하여 청구인이 쟁점주택을 임OO등에게 양도한 것으로 본 처분은 타당",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222177&semok=50
tribunal_조심2026중0767,tribunal,조심2026중0767,청구법인은 명의대여자에 불과하다는 청구주장의 당,부가가치세,2026-04-14,기각,조세심판원,"쟁점사업장과 관련한 납세의무(사업자등록, 국세신고납부)와 운영관리(매출관리, 임대료 지출 및 증빙 수취) 모두 청구법인 명의에 따라 이루어진 것으로 나타는바, 청구법인이 쟁점사업장 운영에 관여하지 않았다고 단정하기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222347&semok=50
tribunal_조심2025서2074,tribunal,조심2025서2074,쟁점거래가 사업의 포괄양수도인지 여부,부가가치세,2026-04-08,취소,조세심판원,"쟁점발전소 양도‧양수에 대하여 사업의 포괄 양도‧양수가 아닌 일반부동산 매매계약서를 작성하였고, 인적‧물적시설에 대한 승계와 자산‧부채의 정산 및 승계 등에 대한 내용이 포함되어 있지 아니하였으며, 동 계약서상 쟁점거래가액에 대한 ‘부가가치세 포함’이 기재되어 있어 청구법인과 양도법인이 쟁점발전소(사업장) 매매 시 쟁점시설에 대한 부가가치세 면제를 의도하지 아니한 것으로 보이는 점 등에 비추어 포괄양수도로 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222114&semok=50
tribunal_조심2025부4371,tribunal,조심2025부4371,쟁점할인액이 이동통신 단말기의 공급가액에서 제외되는 매출에누리에 해당한다는 청구주장(,부가가치세,2026-04-08,기각,조세심판원,"쟁점할인액이 단말기 공급가액에서 차감되었는지 통신요금에서 차감되었는지가 불분명하고, 단말기 판매시점에 고객들이 정상가격을 결제한 후, 이후 이용실적을 충족하지 못한 가입자의 경우 할인을 받지 못하므로 쟁점할인액이 단말기 공급가액에서 차감되었다고 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222107&semok=50
tribunal_조심2024서3395,tribunal,조심2024서3395,실제 용역의 공급 없이 세금계산서를 수수한 것으로 보아 부가가가치세 등을 부과한 처분의 당부,부가가치세,2026-04-08,경정,조세심판원,"청구법인이 병·의원에 제공하였다고 주장하는 PG대행 용역 및 광고용역은 그 실체를 확인하기 어렵고, 청구법인이 실제 제공받았다고 주장하는 영업자들의 알선·중개 용역 역시 그 대가가 최종적으로 귀속된 자들이 대부분 병원장 등의 가족들로 확인되는 등 병원장의 소득 분산을 위한 명목상의 과정으로 보이는 점 등에 비추어 쟁점세금계산서를 사실과 다른 세금계산서에 해당",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222105&semok=50
tribunal_조심2026중0048,tribunal,조심2026중0048,쟁점할인액이 이동통신 단말기의 공급가액에서 제외되는 매출에누리에 해당한다는 청구주장,부가가치세,2026-04-07,기각,조세심판원,"쟁점할인액이 단말기 공급가액에서 차감되었는지 통신요금에서 차감되었는지가 불분명하고, 단말기 판매시점에 고객들이 정상가격을 결제한 후, 이후 이용실적을 충족하지 못한 가입자의 경우 할인을 받지 못하며, LG유플러스가 청구할인금액에 대해 확인불가로 회신한 점",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222106&semok=50
tribunal_조심2025중4083,tribunal,조심2025중4083,쟁점세금계산서를 실물거래 없이 수취한 사실과 다른 세금계산서로 보아 부가가치세를 부과한 처분의 당부,부가가치세,2026-04-07,기각,조세심판원,"청구법인과 쟁점매입처의 전자세금계산서 발급 IP주소 및 MAC주소가 중복이고, 쟁점매입처는 단기간 고액의 세금계산서를 발급하고 폐업한 뒤 그 세액을 체납하였으며, 쟁점매입처는 그 실체 여부가 불분명하여 인력공급업을 영위한 청구법인과 독립된 사업자로 구분하기 어렵고, 쟁점매출처에 파견된 근로자들을 쟁점매입처가 아닌 청구법인이 직접 모집 · 관리한 것으로 나타나, 쟁점세금계산서가 정상적인 거래관계 하에서 수취된 것이라 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222112&semok=50
tribunal_조심2024서2720,tribunal,조심2024서2720,청구법인이 쟁점법인에 지급한 쟁점용역의 대가가 부가가치세 대리납부 대상인지 여부,부가가치세,2026-04-07,기각,조세심판원,"점용역은 국내 소비자가 해외 출판물을 공급받을 수 있도록 검색·주문·결제·배송 등을 관리하는 것으로, 청구법인이 국내에서 쟁점법인1의 시스템에 접속하여 해외 도서 등의 정보를 제공받고, 주문 정보를 입력·전송하는 등 용역의 중요하고 본질적인 과정이 모두 국내에서 수행되고 있는 점, 청구법인은 국내에 영업조직을 갖추고 국내 소비자에게 직접 해외 출판물을 공급하고 있는바, 비록 쟁점법인1의 서버가 국외에 소재한다 하더라도 쟁점용역이 실질적으로 사용·소비되는 장소는 국내이고, 이와 관련된 수익 역시 청구법인의 국내 영업활동과 유기적으로 결합되어 창출되는 점 등에 비추어 쟁점용역의 공급장소를 국외로 보아야 한다는 청구주장 역시 받아들이기 어렵다고 판단된다.",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222104&semok=50
tribunal_조심2025서3096,tribunal,조심2025서3096,"공동수급체의 대표자가 면세 재화인 국정교과서를 공급하고, 공동수급체의 구성원인 청구법인들이 공동수급체의 대표자에게 부가가치세 과세용역(인쇄·물류·편집)을 공급한 것으로 본 처분의 당부",부가가치세,2026-04-02,취소,조세심판원,"쟁점공동수급체가 이 건 교과서를 공급(면세)하였고, 청구법인들은 쟁점공동수급체의 구성원으로서 각자의 역할을 한 후 이익분배를 위해 계산서를 발급한 것으로 보임",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222250&semok=50
tribunal_조심2025서2748,tribunal,조심2025서2748,타사적립 마일리지 사용액 및 수탁판매 관련 할인액을 매출에누리로 보아 부가가치세 과세표준에서 제외할 수 있는지 여부,부가가치세,2026-03-31,기각,조세심판원,"타사적립 마일리지 사용액은 제3자로부터 보전받으므로 개정 시행령에 따라 과세표준에 포함되며, 수탁판매 관련 할인액은 위탁수수료에서 직접 차감하기로 한 명시적 약정 및 정산내역이 입증되지 않아 매출에누리로 볼 수 없음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=222220&semok=50
tribunal_조심2026서0231,tribunal,조심2026서0231,"청구인이 명품 가방 등을 해외로 반출한 거래가 구매대행 용역의 제공인지, 재화를 수출한 수출업에 해당하는지 여부",부가가치세,2026-03-30,취소,조세심판원,청구인은 자기의 책임과 계산 하에 쟁점상품을 해외로 수출한 것이므로 영세율을 적용하는 것이 타당,1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221557&semok=50
tribunal_조심2026서0055,tribunal,조심2026서0055,쟁점용역이 부가가치세가 면제되는 인적용역인지 여부,부가가치세,2026-03-25,기각,조세심판원,"별풍선 수익인 쟁점금액은 방송용역의 공급과 관련이 없다고 보기 어려운 점, 2022년∼2024년 총 8명에게 고용 외의 형태로 주된 업무를 제공받고 7억 여원 상당의 인건비를 제공하였으며, 방송설비 등이 갖추어져 있는 것으로 확인되는 점 등에 비추어 청구주장을 받아들이기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221317&semok=50
tribunal_조심2025중4336,tribunal,조심2025중4336,"실사업자가 이OO이므로, 명의자에 불과한 박OO을 공동사업자로 보아 과세한 것은 부당하다는 청구주장의 당부",부가가치세,2026-03-25,기각,조세심판원,이OO와 배우자인 박OO이 쟁점사업장을 공동운영한 것으로 봄이 타당,1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221323&semok=50
tribunal_조심2025구4063,tribunal,조심2025구4063,일괄 양도한 쟁점부동산의 공급가액을 기준시가로 안분하여 부가가치세를 부과한 처분의 당부 등,부가가치세,2026-03-25,기각,조세심판원,"청구법인이 실지거래가액으로 구분한 가액이 기준시가에 따라 계산한 가액에 비례하여 안분계산한 금액과 30% 이상 차이 있는 점, 2021.12.8. 부가가치세법 제29조 제9항 제2호 단서신설 전 사건으로 청구주장을 받아들이기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221320&semok=50
tribunal_조심2023인7102,tribunal,조심2023인7102,가산세 감면의 정당한 사유 여부,부가가치세,2026-03-25,경정,조세심판원,"쟁점식품 중 중국에서 수입하는 6가지 항목은 부가가치세 면제대상으로 혼동할만한 충분한 이유가 있어 보일 뿐 아니라, 정상적으로 신고의무를 이행하는 것이 무리여서 과소신고가산세 감면의 정당한 사유가 있음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221552&semok=50
tribunal_조심2025인4056,tribunal,조심2025인4056,쟁점매출누락과 쟁점매입세금계산서 수취에 대해 10년의 부과제척기간 적용 여부,부가가치세,2026-03-24,기각,조세심판원,"청구법인 매출누락에 대해 수정신고하지 않은 채, 고액 국세 체납상태에서 폐업하였고, 청구법인과 쟁점거래처의 대표자가 동일인으로 주장하는바, 일련의 거래과정에 고의성이 있음",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221372&semok=50
tribunal_조심2025서0797,tribunal,조심2025서0797,특수관계법인 간 거래를 가공거래(끼워넣기)로 본 처분의 당부,부가가치세,2026-03-24,경정,조세심판원,"에코하이닉스의 대표 이OO이 청구법인과 관련법인들을 운영하였고, 직원들이 중복 근무하였으며, 세금계산서 발급 번호가 동일하는 등 각 법인들이 독립적으로 운영되었다고 보기 어려움, 형식적 유통단계를 추가함으로써, 이를 통해 매출이익을 4개의 법인에 분산시켜 법인 소득을 축소할 목적으로 쟁점세금계산서를 수수한 것으로 보이는 점 등에 비추어 청구주장을 받아들이기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221379&semok=50
tribunal_조심2025부3951,tribunal,조심2025부3951,일괄 양도한 쟁점부동산의 공급가액을 기준시가로 안분하여 부가가치세(부가가치세만 다툼)를 부과한 처분의 당부,부가가치세,2026-03-24,기각,조세심판원,"청구법인이 실지거래가액으로 구분한 가액이 기준시가로 안분계산한 금액과 30% 이상 차이 있고, 양도 직전까지 건물 임대수익이 연 1억원을 초과하여 가치가 없는 것으로 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221313&semok=50
tribunal_조심2025서4497,tribunal,조심2025서4497,청구인이 공급한 프로그램 제작 용역이 부가가치세가 면제되는 인적용역에 해당하는지 여부,부가가치세,2026-03-23,기각,조세심판원,"인원을 고용하거나 외주를 통해 필수 업무를 분담시킨 다음 프로그램을 제작하여 공급하였고, 물적시설을 갖추어 용역을 공급하였으므로 청구인이 공급한 프로그램 제작용역이 면제되는 인적용역에 해당하는 것으로 보기 어려움",1.5,https://www.tt.go.kr/mUser/dem/demView.do?dem_no=221477&semok=50
